"pid","reason_index","reason","systemic_vs_individual","toward_government","nonsensical","category","rationale"
"LW509oi",1,"Mad","none",0,1,"other","The reason 'Mad' is nonsensical as it does not provide a coherent explanation."
"LW509oi",2,"Sad","none",0,1,"other","The reason 'Sad' is nonsensical as it does not provide a clear explanation or context."
"LW509oi",3,"Anger","individual",0,0,"other","Anger is a personal emotion and does not inherently relate to systemic structures or government."
"LW509oi",4,"Despair","none",0,1,"other","The term 'despair' is too vague and lacks context to classify as a specific reason."
"LW509oi",5,"Disappointment","none",0,0,"other","The reason 'Disappointment' does not provide a clear explanation or context."
"XS566ox",1,"no longer fit in","individual",0,0,"social","The reason suggests a personal or social issue related to belonging or identity."
"XS566ox",2,"hate both dems and republicans","none",0,0,"political","Expresses dislike for both major political parties without providing a specific reason."
"XS566ox",3,"feel like they have no one speaking for them","systemic",0,0,"social","The reason suggests a lack of representation or advocacy, which is a systemic social issue."
"XS566ox",4,"they are some where in the middle and most of the country is far left and far right","none",0,1,"other","The statement is unclear and lacks a coherent explanation."
"XS566ox",5,"no political party feels like they want them","systemic",0,0,"political","The reason suggests a systemic issue with political parties not appealing to certain individuals."
"KR361he",1,"skills","individual",0,0,"other","The reason 'skills' refers to personal attributes or abilities, which are individual factors."
"KR361he",2,"confidence","individual",0,0,"other","Confidence is a personal attribute or trait."
"KR361he",3,"social skills","individual",0,0,"social","The reason focuses on personal attributes related to social interaction."
"KR361he",4,"networking","individual",0,0,"social","Networking is related to personal efforts and social interactions."
"JU593vn",1,"He is struggling to keep up financially as his hard work no longer provides the same opportunities it once did","both",0,0,"economic","The reason involves both systemic economic changes affecting opportunities and individual effort."
"JU593vn",2,"Since the trade or industry he works in has been replaced by technology leaving him without stable employment","systemic",0,0,"economic","Technological advancement in industries is a systemic issue affecting employment."
"JU593vn",3,"They feels that the world is moving on without them and that their way of life is no longer valved or understood","individual",0,0,"social","The reason reflects personal feelings of being left behind and misunderstood, which relates to individual perception and social identity."
"JU593vn",4,"Political and social neglect, he believes that the society and the political systen have forgotten about him and people like him","systemic",1,0,"political","The reason attributes the issue to political and social neglect, indicating systemic causes related to societal and political structures."
"ZH364be",1,"attacks on gender-affirming care","systemic",0,0,"social","The reason involves societal and institutional actions against gender-affirming care, which is a social issue."
"ZH364be",2,"removal of information about slavery in schools and museums","systemic",0,0,"social","The reason involves systemic issues related to education and cultural representation."
"ZH364be",3,"removal of protections for LGBTQ members of the military","systemic",1,0,"political","The reason involves government policy affecting LGBTQ military members."
"ZH364be",4,"Brutal incarceration of suspected illegal immigrants, some of whom are here legally","systemic",1,0,"social","The reason highlights systemic issues related to immigration enforcement and legal status, implicating government policies."
"CH849iz",1,"Donald Trump","none",0,1,"other","The reason 'Donald Trump' alone is nonsensical without context or explanation."
"CH849iz",2,"MAGA","none",0,1,"other","The term 'MAGA' is a slogan and does not provide a clear reason or explanation."
"CH849iz",3,"Tariffs","systemic",1,0,"economic","Tariffs are government-imposed taxes on imports or exports, affecting economic conditions."
"CH849iz",4,"Wars","systemic",0,0,"political","Wars are typically driven by political factors involving nations and governments."
"CH849iz",5,"Populism","systemic",0,0,"political","Populism is a political trend that involves appealing to the interests and concerns of the general population, often against the established elite or institutions."
"GU002pb",1,"Feeling like they cannot stand up or get themselves together.","individual",0,0,"other","The reason focuses on personal feelings and perceived inability to act."
"GU002pb",2,"Thinking that things cannot get any better.","individual",0,0,"other","The reason reflects a personal mindset or belief about improvement."
"GU002pb",3,"Being overwhelmed by the constant state of fear and anxiety of just being in this country.","systemic",0,0,"social","The reason reflects a societal trend of pervasive fear and anxiety."
"GU002pb",4,"Having to walk on eggshells near certain people.","individual",0,0,"social","The reason relates to personal interactions and behaviors around certain individuals."
"LR209uv",1,"Poor living conditions","systemic",0,0,"social","Living conditions are often influenced by systemic factors such as infrastructure, housing policies, and social services."
"LR209uv",2,"Harassment","individual",0,0,"social","Harassment is typically related to individual behaviors and social interactions."
"LR209uv",3,"Lack of basic amenities","systemic",0,0,"social","The lack of basic amenities is typically due to systemic issues related to infrastructure and resource distribution."
"NU629wr",1,"They don't get the same benifits","systemic",0,0,"economic","The reason suggests a disparity in benefits, which is typically related to systemic economic structures or policies."
"NU629wr",2,"They feel disenfranchised","individual",0,0,"social","The feeling of disenfranchisement is related to personal perception and social identity."
"NU629wr",3,"They feel that they get harsher punishments","systemic",0,0,"social","The reason suggests a perception of unfair treatment, likely due to systemic issues in the justice system."
"RD417ye",1,"Resources are not available","systemic",0,0,"economic","The lack of resources is typically due to systemic issues such as market failures or institutional inefficiencies."
"RD417ye",2,"Pricing has been fixed to benefit the few","systemic",0,0,"economic","The reason suggests that pricing structures are manipulated to favor a small group, indicating a systemic economic issue."
"RD417ye",3,"Government is now an enemy of the common resident","systemic",1,0,"political","The reason attributes blame to government actions or policies affecting residents."
"ZH303ej",1,"never makes enough money to get ahead","both",0,0,"economic","The reason involves both systemic economic factors and individual financial circumstances."
"ZH303ej",2,"always exhausted","individual",0,0,"other","The reason 'always exhausted' is attributed to personal attributes or conditions, such as lifestyle or health, rather than systemic factors."
"ZH303ej",3,"can't keep up with expenses","individual",0,0,"economic","The reason focuses on personal financial management and budgeting."
"IW068ln",1,"economics desparity","systemic",0,0,"economic","Refers to differences in economic conditions or wealth distribution."
"IW068ln",2,"stagnant minimum wage","systemic",1,0,"economic","The reason refers to a policy issue affecting wages, which is systemic and involves government regulation."
"IW068ln",3,"lack of community","systemic",0,0,"social","The reason refers to a broader social issue related to community structures or societal trends."
"IW068ln",4,"the job market","systemic",0,0,"economic","The job market refers to the economic system involving employment opportunities and labor demand."
"MB015ck",1,"Lack of job opportunities","systemic",0,0,"economic","The reason refers to a systemic issue related to the availability of jobs in the market."
"MB015ck",2,"Lack of ability to sign up for benefits","systemic",0,0,"social","The reason involves access to social services, which is a systemic issue."
"MB015ck",3,"Lack of ability to bank or be paid","systemic",0,0,"economic","The reason involves systemic issues related to financial systems and access to banking services."
"MB015ck",4,"Lack of ability to find medical facilities or other medical data","systemic",0,0,"social","The reason points to systemic issues in accessing medical facilities and data, which relates to social infrastructure and services."
"MB015ck",5,"Lack of ability to be connected to the world as it currently is","individual",0,0,"social","The reason focuses on personal ability to connect with the world, which is an individual issue."
"KM462yb",1,"The tarrifs will eat into their budgets","systemic",1,0,"economic","Tariffs are government-imposed and affect economic budgets."
"KM462yb",2,"their healthcare costs are going to go up","systemic",0,0,"economic","Healthcare costs are influenced by systemic factors such as market dynamics and policy decisions."
"KM462yb",3,"their social services are going down","systemic",0,0,"social","The decline in social services is a systemic issue related to societal trends or institutional changes."
"KM462yb",4,"their consumer protection rights are being scaled back","systemic",1,0,"political","The reason involves changes in policies affecting consumer protection, which is a systemic issue related to government actions."
"KM462yb",5,"their basic constitutional rights are being challenged","systemic",1,0,"political","The reason involves systemic issues related to constitutional rights, which are typically protected or challenged through government actions or policies."
"KL355qd",1,"they pay more taxes","systemic",0,0,"economic","The reason involves tax structures, which are systemic economic factors."
"KL355qd",2,"they don't have any rich tax advantages","systemic",0,0,"economic","The reason refers to systemic economic structures related to tax advantages."
"KL355qd",3,"they are stuck in a cycle","systemic",0,0,"social","The phrase 'stuck in a cycle' suggests a systemic issue related to social structures or trends."
"SZ860xq",1,"lack of money","both",0,0,"economic","Lack of money can be due to systemic economic factors like unemployment or low wages, as well as individual financial management."
"SZ860xq",2,"low income job","systemic",0,0,"economic","The reason refers to economic structures affecting income levels."
"SZ860xq",3,"low education","both",0,0,"social","Low education can be due to systemic factors like access to quality schools and individual factors like personal motivation."
"SZ860xq",4,"can't afford to stop working and advance","both",0,0,"economic","The reason involves economic constraints (systemic) and personal career decisions (individual)."
"PW788dr",1,"Unable to afford food","systemic",0,0,"economic","The reason relates to economic structures affecting affordability."
"PW788dr",2,"Unable to afford medical","systemic",0,0,"economic","The reason relates to economic structures affecting affordability."
"PW788dr",3,"Can’t pay bills","individual",0,0,"economic","The reason is related to personal financial management or income issues."
"PW788dr",4,"Disrespect","individual",0,0,"social","Disrespect is related to personal behavior and social interactions."
"PW788dr",5,"No help","none",0,1,"other","The reason 'No help' is too vague and lacks context to classify properly."
"FB269qp",1,"marginilized","none",0,1,"other","The term 'marginilized' is misspelled and lacks context, making it nonsensical."
"FB269qp",2,"no accountability","systemic",0,0,"social","Lack of accountability often relates to systemic issues within organizations or institutions."
"FB269qp",3,"scared","none",0,1,"other","The reason 'scared' is too vague and lacks context to classify meaningfully."
"FB269qp",4,"poor","individual",0,0,"economic","The term 'poor' suggests a lack of financial resources, which is often attributed to individual circumstances or choices."
"MU681vu",1,"lost their job","individual",0,0,"economic","Losing a job is typically related to individual circumstances such as performance or company-specific issues."
"MU681vu",2,"can't find work","both",0,0,"economic","The reason involves both systemic factors like job market conditions and individual factors like job search efforts."
"MU681vu",3,"can't afford basic essentials","systemic",0,0,"economic","The inability to afford basic essentials is often due to systemic economic factors such as low wages, high cost of living, or inadequate social safety nets."
"AG956kd",1,"rejection of traditional morals","systemic",0,0,"social","The reason refers to societal trends and changes in moral values."
"AG956kd",2,"women's rihts being challenged by men who say they are just as female","systemic",0,0,"social","The reason addresses societal trends and gender identity issues."
"AG956kd",3,"lack of respect for the federal government","systemic",1,0,"political","The reason involves societal attitudes towards a political institution."
"AG956kd",4,"lack of reverence for the US military",NA,0,0,"social","The reason pertains to societal attitudes and values towards the military."
"AG956kd",5,"no longer teaching children respect for elders and teachers","both",0,0,"social","The reason involves both systemic changes in educational and societal norms and individual behaviors regarding respect."
"AD523bk",1,"poor","individual",0,0,"economic","Refers to a lack of financial resources or low income, which is an individual economic condition."
"AD523bk",2,"struggling","none",0,1,"other","The term 'struggling' is too vague and lacks context to classify."
"AD523bk",3,"minority",NA,0,1,NA,"The term 'minority' alone is not a coherent reason or explanation."
"LJ535me",1,"high taxes","systemic",1,0,"economic","High taxes are a systemic issue related to government policy affecting the economy."
"LJ535me",2,"food prices going up higher and higher","systemic",0,0,"economic","Rising food prices are typically influenced by systemic factors such as market trends, supply chain issues, or economic policies."
"LJ535me",3,"medication costs","systemic",0,0,"economic","Medication costs are influenced by systemic factors such as healthcare policies, pharmaceutical pricing, and insurance systems."
"LJ535me",4,"government services cut","systemic",1,0,"political","The reason involves government actions affecting public services, which is a systemic and political issue."
"LJ535me",5,"layoffs","systemic",0,0,"economic","Layoffs are typically related to economic conditions and business decisions, which are systemic factors."
"EF949eu",1,"cost of living","systemic",0,0,"economic","The cost of living is influenced by systemic economic factors such as inflation, housing markets, and wage levels."
"EF949eu",2,"economic uncertainty","systemic",0,0,"economic","Economic uncertainty is a systemic issue related to market conditions and economic structures."
"EF949eu",3,"businesses price gouging","systemic",0,0,"economic","The reason refers to a systemic issue related to market behavior and pricing strategies by businesses."
"EG942sk",1,"The person is underrepresentated, so they are not heard","systemic",0,0,"social","Underrepresentation is a systemic issue affecting visibility and voice."
"EG942sk",2,"The person is over the working bracket and has no family to support their welfare","individual",0,0,"social","The reason focuses on personal circumstances such as age and lack of family support."
"EG942sk",3,"Lower economic status due to migration","systemic",0,0,"economic","Migration can affect economic status through systemic factors like job market access and economic opportunities."
"LQ622ht",1,"This person may face deportation","systemic",1,0,"political","Deportation is typically a result of immigration laws and policies."
"LQ622ht",2,"This person is seen as ""an enemy"" by some","individual",0,0,"social","The reason is based on personal perception and social relationships."
"LQ622ht",3,"This person likely struggles financially","individual",0,0,"economic","The reason focuses on personal financial struggles, which are typically individual."
"UK303lv",1,"Laws","systemic",1,0,"political","Laws are part of the political system and involve government action."
"UK303lv",2,"Racists","systemic",0,0,"social","The reason refers to societal attitudes and discrimination, which are systemic social issues."
"UK303lv",3,"Transphobes","individual",0,0,"social","The term refers to individuals with prejudiced attitudes towards transgender people."
"UK303lv",4,"Homophobes","individual",0,0,"social","The term refers to individuals with prejudiced attitudes towards homosexuals, which is a social issue."
"UK303lv",5,"President","none",0,1,"other","The reason 'President' is too vague and lacks context to classify."
"DF959du",1,"Jobs are being lost.","systemic",0,0,"economic","The reason refers to a systemic economic issue related to employment trends."
"DF959du",2,"Jobs are ruling people out, before their application or resume is even considered, because of the algorithm","systemic",0,0,"economic","The reason highlights systemic issues with hiring algorithms affecting job applications."
"DF959du",3,"Some industries are dying, even though they're needed, because of cost of training (ie., auto mechanics, plumbers, repairmen)","systemic",0,0,"economic","The reason highlights systemic issues related to the cost of training affecting certain industries."
"DF959du",4,"Tariffs","systemic",1,0,"economic","Tariffs are government-imposed taxes on imports or exports, affecting economic conditions."
"DF959du",5,"Inflation in the housing market.","systemic",0,0,"economic","Inflation in the housing market is a systemic economic issue related to market trends and policies."
"JX174vj",1,"Everyday prices","systemic",0,0,"economic","Refers to the general trend of price levels in the economy, which is a systemic issue."
"JX174vj",2,"healthcare","systemic",0,0,"social","Healthcare is typically a systemic issue involving institutions and policies."
"JX174vj",3,"job market","systemic",0,0,"economic","Refers to the broader economic structure affecting employment opportunities."
"JW884jb",1,"overlooked","none",0,1,"other","The term 'overlooked' is too vague and lacks context to classify."
"JW884jb",2,"stressed","individual",0,0,"other","Stressed is related to personal feelings or mental state, which is an individual factor."
"JW884jb",3,"scared","none",0,1,"other","The reason 'scared' is too vague and lacks context to classify meaningfully."
"NY746el",1,"court rulings","systemic",0,0,"political","Court rulings are part of the judicial system, which is a political institution."
"NY746el",2,"ICE","none",0,1,"other","The reason 'ICE' is nonsensical as it does not provide a coherent explanation."
"NY746el",3,"economic outlook","systemic",0,0,"economic","Refers to the broader economic conditions and trends."
"NY746el",4,"tariffs","systemic",1,0,"economic","Tariffs are government-imposed taxes on imports or exports, affecting economic conditions."
"NY746el",5,"electoral guardrails","systemic",0,1,"political","The term 'electoral guardrails' is vague and lacks context, making it nonsensical as a standalone reason."
"HW199xg",1,"inflation","systemic",0,0,"economic","Inflation is a systemic economic issue related to the overall increase in prices and decrease in purchasing power."
"HW199xg",2,"lack of help","systemic",0,0,"social","The reason implies a deficiency in support systems or services, which is a systemic issue."
"HW199xg",3,"lack of support","systemic",0,0,"social","The reason implies a deficiency in external assistance or resources, which is a systemic issue."
"FR309tc",1,"class divide","systemic",0,0,"social","Refers to societal structures that create and maintain divisions between different social classes."
"FR309tc",2,"people starving","systemic",0,0,"social","Starvation is often linked to systemic issues like food distribution, poverty, and social inequality."
"FR309tc",3,"homelessness","systemic",0,0,"social","Homelessness is often linked to systemic issues such as lack of affordable housing and inadequate social services."
"FR309tc",4,"joblessness","systemic",0,0,"economic","Joblessness is typically related to economic structures and market conditions."
"FR309tc",5,"people cant pay bills","systemic",0,0,"economic","Inability to pay bills is often linked to systemic economic issues like low wages or high living costs."
"SQ610wj",1,"Economic policies","systemic",1,0,"economic","Refers to government policies affecting the economy."
"SQ610wj",2,"Vested interest in 401ks over pensions.","systemic",0,0,"economic","The reason refers to systemic financial structures and market preferences impacting retirement savings options."
"SQ610wj",3,"Limited governance over major conglomerates","systemic",1,0,"political","The reason involves the lack of government control over large corporations, which is a systemic issue related to political governance."
"SQ610wj",4,"Modern lobbying","systemic",1,0,"political","Lobbying involves systemic political processes and influences government decisions."
"SQ610wj",5,"Tariffs","systemic",1,0,"economic","Tariffs are government-imposed trade policies affecting economic conditions."
"EV894kb",1,"poor","individual",0,0,"economic","The term 'poor' suggests a lack of financial resources, which is often attributed to individual circumstances or choices."
"EV894kb",2,"gay","none",0,1,"other","The reason 'gay' is nonsensical in this context as it does not provide a coherent explanation."
"EV894kb",3,"color","none",0,1,"other","The reason 'color' is nonsensical as it does not provide a coherent explanation."
"EV894kb",4,"gender","systemic",0,0,"social","Gender is a systemic social factor related to identity and societal roles."
"EV894kb",5,"Sexuality","none",0,1,"other","The term 'sexuality' alone does not provide a clear reason or explanation."
"SE037iv",1,"Lack of real opportunity","systemic",0,0,"economic","The reason suggests a structural issue related to economic opportunities."
"SE037iv",2,"Acceleration of technology","systemic",0,0,"other","Technological advancement is a systemic factor affecting various aspects of society."
"SE037iv",3,"Increasing isolation in society","systemic",0,0,"social","The reason refers to a societal trend affecting social connections."
"SE037iv",4,"Lack of skills","individual",0,0,"economic","The reason focuses on personal attributes or skills, which are individual factors affecting economic outcomes."
"SE037iv",5,"General feeling of malaise","none",0,0,"other","The reason is vague and does not specify a clear cause or category."
"PJ842kp",1,"Essential parental failure to read to the child","individual",0,0,"social","The reason focuses on a personal choice or behavior of parents, which is an individual factor."
"PJ842kp",2,"Very poor economic background, preventing the child from having the things that are required in order to succeed as a child (even books in the home).","systemic",0,0,"economic","The reason highlights economic background as a systemic issue affecting a child's access to resources necessary for success."
"PJ842kp",3,"Inability of schools to engage the student.","systemic",0,0,"social","The reason points to a systemic issue within educational institutions affecting student engagement."
"PJ842kp",4,"A class of white people very willing to write this person off as ""not a member of my tribe"".",NA,0,0,"social","The reason involves social identity and exclusion based on perceived group membership."
"UW857qs",1,"They feel like they are paying too much taxes","systemic",1,0,"economic","The reason involves systemic issues related to tax policies and government decisions."
"UW857qs",2,"They feel like their wages have not gone up with inflation","systemic",0,0,"economic","Wage stagnation relative to inflation is a systemic economic issue."
"UW857qs",3,"They can't buy a house","systemic",0,0,"economic","The inability to buy a house is often due to systemic economic factors like housing market conditions and affordability issues."
"UW857qs",4,"They are paying off too much loans","individual",0,0,"economic","The reason focuses on personal financial decisions related to loan repayment."
"ZH300de",1,"Discriminated against in the workplace","systemic",0,0,"social","Discrimination in the workplace is a systemic issue related to societal trends and institutional practices."
"ZH300de",2,"Discriminated by others in society","systemic",0,0,"social","Discrimination is a societal issue involving systemic biases and prejudices."
"ZH300de",3,"Denied services that they need","systemic",0,0,"social","Denial of services suggests systemic issues in service provision or access."
"ZH300de",4,"People with other disabilities are favored over Autistics","systemic",0,0,"social","The reason suggests a societal trend or structure that favors certain disabilities over others, indicating a systemic issue."
"ZH300de",5,"Stigmatized by American society","systemic",0,0,"social","The reason refers to societal attitudes and perceptions, which are systemic in nature."
"ND250qs",1,"They look at the problem instead of finding a solution","individual",0,0,"other","Focuses on personal approach to problem-solving rather than systemic issues."
"ND250qs",2,"They are expecting the federal government to help them out","systemic",1,0,"political","The reason involves expectations of government intervention, which relates to systemic structures and political processes."
"ND250qs",3,"Poor attitude","individual",0,0,"other","The reason attributes the issue to personal attributes or behaviors."
"ND250qs",4,"Poor family dynamic","individual",0,0,"social","The reason focuses on personal and familial relationships, which are individual social factors."
"LI391ex",1,"health care","systemic",0,0,"social","Health care is typically a systemic issue involving institutions and policies."
"LI391ex",2,"retirement","none",0,1,"other","The term 'retirement' alone does not provide a reason or explanation."
"LI391ex",3,"government support","systemic",1,0,"political","The reason involves government involvement or policy."
"KS799fm",1,"Education","both",0,0,"social","Education can be influenced by systemic factors like school systems and policies, as well as individual factors like personal effort and learning ability."
"KS799fm",2,"Good jobs","systemic",0,0,"economic","Refers to the availability of quality employment opportunities, which is a systemic economic issue."
"KS799fm",3,"Good pay","individual",0,0,"economic","Refers to personal income or compensation, which is an individual attribute."
"KS799fm",4,"Affordable housing","systemic",0,0,"economic","Refers to the economic issue of housing affordability, which is influenced by market conditions and policies."
"KS799fm",5,"Affordable health care","systemic",0,0,"social","Affordable health care is a systemic issue related to societal structures and policies affecting access to medical services."
"JZ255cj",1,"Limited access to quality healthcare makes them vulnerable","systemic",0,0,"social","The reason points to a systemic issue related to healthcare access, which is a societal trend affecting vulnerability."
"JZ255cj",2,"Their low-wage job makes them unable to meet basic amenities.","systemic",0,0,"economic","The reason highlights the impact of low wages, which is a systemic economic issue."
"JZ255cj",3,"Lack of educational opportunities limits their level of advancement in life.","systemic",0,0,"social","Limited educational opportunities are a systemic issue affecting personal advancement."
"JZ255cj",4,"They seem overlooked by policy makers","systemic",1,0,"political","The reason points to a systemic issue involving policymakers and government oversight."
"JZ255cj",5,"Systemic barriers.","systemic",0,0,"social","The reason refers to obstacles created by societal structures or institutions."
"ZC499qj",1,"government oppression","systemic",1,0,"political","The reason attributes the issue to government actions or policies, indicating a systemic political cause."
"ZC499qj",2,"forced culture","systemic",0,0,"social","The term 'forced culture' suggests societal or institutional pressures related to cultural norms or practices."
"ZC499qj",3,"political gain","systemic",0,0,"political","The reason refers to motivations within political structures or processes."
"ZC499qj",4,"unfair society","systemic",0,0,"social","The reason refers to societal structures and trends that are perceived as unjust."
"CQ071na",1,"Low education","both",0,0,"social","Low education can be due to systemic factors like access to quality schools and individual factors like personal effort."
"CQ071na",2,"Overwhelming daily costs","systemic",0,0,"economic","Refers to economic pressures from market or systemic factors affecting daily expenses."
"CQ071na",3,"Follow laws only meant for them to obey","systemic",0,0,"political","The reason suggests that there are laws specifically designed for certain groups, indicating a systemic issue related to legal structures."
"CQ071na",4,"low resources","systemic",0,0,"economic","Lack of resources is often due to systemic economic factors such as market conditions or institutional support."
"XX769bl",1,"salary","none",0,1,"other","The term 'salary' alone is not a reason or explanation."
"XX769bl",2,"economy","systemic",0,0,"economic","Refers to the broader economic system or market conditions."
"XX769bl",3,"greed","individual",0,0,"other","Greed is a personal attribute or behavior."
"XX769bl",4,"lack of empathy","individual",0,0,"social","Lack of empathy is related to personal attributes and behaviors, affecting social interactions."
"XX769bl",5,"advanced schooling too expensive","systemic",0,0,"economic","The reason highlights the high cost of advanced education, which is a systemic economic issue."
"EG328od",1,"Wages have not kept up with the rising cost of living.","systemic",0,0,"economic","The reason highlights a systemic economic issue where wages are not increasing at the same rate as living costs."
"EG328od",2,"Healthcare, housing, and basic necessities take up most of their income.","systemic",0,0,"economic","The reason highlights economic structures affecting income distribution and cost of living."
"EG328od",3,"They feel political leaders focus more on elites and corporations than ordinary people.","systemic",1,0,"political","The reason highlights a systemic issue where political leaders prioritize elites and corporations, indicating a focus on government actions and policies."
"RW581ij",1,"Being dismissed","individual",0,0,"other","The reason 'being dismissed' suggests a personal experience or action taken against an individual, rather than a systemic issue."
"RW581ij",2,"ridiculed","individual",0,0,"social","Being ridiculed is related to personal experiences and social interactions."
"RW581ij",3,"verbal attacks","none",0,1,"other","The reason 'verbal attacks' is too vague and lacks context to classify meaningfully."
"RW581ij",4,"being lied to","none",0,0,"other","The reason 'being lied to' does not specify a systemic or individual cause and lacks context to categorize further."
"RW581ij",5,"being subjected to their crazy ideas","none",0,1,"other","The reason is vague and lacks context, making it nonsensical."
"EU378vk",1,"Low wages","systemic",0,0,"economic","Low wages are typically influenced by systemic factors such as market conditions, industry standards, and economic policies."
"EU378vk",2,"No healthcare","systemic",0,0,"social","Lack of healthcare is a systemic issue related to access to services."
"EU378vk",3,"Food insecurity","systemic",0,0,"economic","Food insecurity is often linked to systemic issues such as poverty, unemployment, and economic inequality."
"EU378vk",4,"Lack of public services","systemic",1,0,"social","The reason points to systemic issues related to the availability and provision of public services, which are typically managed by government entities."
"EU378vk",5,"Oligarchy","systemic",0,0,"political","Refers to a political system where power is concentrated in the hands of a few."
"KG326cn",1,"Economic displacement and job loss","systemic",0,0,"economic","The reason refers to broader economic trends affecting employment."
"KG326cn",2,"Limited accsess to healthcare and socail service","systemic",0,0,"social","Limited access to healthcare and social services is a systemic issue related to societal structures and policies."
"KG326cn",3,"Cultural and political Marginalization","systemic",0,0,"social","Cultural and political marginalization refers to systemic exclusion from societal and political processes."
"KG326cn",4,"Emotional structure and fatigue","individual",0,0,"other","The reason refers to personal emotional states and fatigue, which are individual factors."
"RI056sc",1,"Stress","individual",0,0,"other","Stress is typically related to personal experiences and individual responses."
"RI056sc",2,"Bills","none",0,1,"other","The reason 'Bills' is too vague and lacks context to classify meaningfully."
"RI056sc",3,"Poverty","systemic",0,0,"economic","Poverty is often linked to systemic economic structures and policies."
"RX386xi",1,"Not making enough money.","individual",0,0,"economic","The reason focuses on personal income, which is an individual economic issue."
"RX386xi",2,"Unable to afford a home.","systemic",0,0,"economic","The reason relates to economic factors such as housing market conditions and affordability issues."
"RX386xi",3,"Lack of education or training.","individual",0,0,"social","The reason focuses on personal attributes such as education and training, which are individual factors."
"RX386xi",4,"Inability to save money.","individual",0,0,"economic","The reason focuses on personal financial management and choices."
"RX386xi",5,"Going into debt to afford bills.","systemic",0,0,"economic","Debt due to high living costs and insufficient income is a systemic economic issue."
"LZ290gf",1,"Rapidly increasing cost of living","systemic",0,0,"economic","The reason refers to a broad economic trend affecting many people."
"LZ290gf",2,"High healthcare costs","systemic",0,0,"economic","Healthcare costs are influenced by systemic factors like market dynamics and industry regulations."
"LZ290gf",3,"Poor wages for entry-level jobs/minimum wage does not match cost of living","systemic",0,0,"economic","The reason highlights a systemic economic issue where wages do not align with living costs."
"LZ290gf",4,"Inability to afford having children","both",0,0,"economic","The reason involves both systemic economic factors like cost of living and individual financial situations."
"LZ290gf",5,"Tariffs and immigration policies increasing the costs of needed goods and services","systemic",1,0,"economic","Tariffs and immigration policies are government actions affecting market prices."
"LF665gs",1,"Their needs are not considered","systemic",0,0,"social","The reason suggests a systemic issue where societal structures or institutions fail to consider certain needs."
"LF665gs",2,"They are looked down on",NA,0,0,"social","The reason suggests a social perception or stigma issue."
"LF665gs",3,"They are less important to certain people","individual",0,0,"social","The reason suggests a personal or subjective valuation by individuals."
"KB305ap",1,"Prices are higher","systemic",0,0,"economic","The reason refers to a systemic economic issue related to market prices."
"KB305ap",2,"Having to live paycheck to paycheck and sometimes still not achieving that","systemic",0,0,"economic","The reason highlights economic challenges related to income and financial stability, which are often influenced by systemic factors like wage levels and cost of living."
"KB305ap",3,"The rich seems to get richer","systemic",0,0,"economic","The statement suggests a systemic economic trend where wealth accumulation favors the rich."
"KB305ap",4,"Working hard with almost nothing to show for it","individual",0,0,"economic","The reason focuses on personal effort and lack of economic reward."
"DU707ha",1,"AI","none",0,1,"other","The term 'AI' alone is too vague and lacks context to classify as a reason."
"DU707ha",2,"Advance technology","systemic",0,0,"other","Technological advancement is a systemic factor as it involves societal trends and structures."
"DU707ha",3,"smart phone","none",0,1,"other","The reason 'smart phone' is nonsensical as it does not provide a coherent explanation for any issue."
"DU707ha",4,"Application","none",0,1,"other","The term 'Application' alone is too vague and lacks context to classify."
"DU707ha",5,"Lazy","individual",0,0,"other","The reason attributes the issue to personal effort or behavior."
"IL097lz",1,"maybe she or he is a single parent","individual",0,0,"social","Being a single parent is an individual circumstance related to family structure."
"IL097lz",2,"maybe she/he is drowning in debt","individual",0,0,"economic","The reason focuses on personal financial issues, specifically debt, which is an individual economic problem."
"IL097lz",3,"has a fixed and insufficient income","individual",0,0,"economic","The reason focuses on the individual's financial situation, specifically their income level."
"IF035am",1,"lack of retraining opportunity","systemic",0,0,"economic","The reason points to a systemic issue related to the availability of retraining programs, which affects economic opportunities."
"IF035am",2,"lack of job due to outsourcing","systemic",0,0,"economic","Outsourcing is a systemic economic issue affecting job availability."
"IF035am",3,"feeling culturally disconnected","individual",0,0,"social","The reason relates to personal feelings of cultural disconnection, which is an individual experience."
"IF035am",4,"negative stereotype","systemic",0,0,"social","Negative stereotypes are societal trends that affect social perceptions and interactions."
"IF035am",5,"political disenfranchisement","systemic",0,0,"political","The reason refers to a lack of political power or representation, which is a systemic issue."
"LG516ve",1,"Rising inflation costs.","systemic",0,0,"economic","Inflation is a systemic economic issue related to market trends and monetary policy."
"LG516ve",2,"Stagnant job wages.","systemic",0,0,"economic","Wage stagnation is typically due to systemic economic factors such as market conditions or labor policies."
"LG516ve",3,"Unequal opportunities between groups.","systemic",0,0,"social","The reason refers to structural disparities affecting different groups."
"PR158jt",1,"because of Housing insecurity driven by gentrification","systemic",0,0,"economic","Gentrification is a systemic issue affecting housing markets and affordability."
"PR158jt",2,"also top to down policy decisions that ignored lived experience","systemic",1,0,"political","The reason refers to policy decisions, which are systemic and related to government actions."
"PR158jt",3,"Emotional exhaustion from unrecognized labor.","both",0,0,"social","The reason involves systemic issues of labor recognition and individual experiences of emotional exhaustion."
"GU968le",1,"unemployment","systemic",0,0,"economic","Unemployment is typically related to economic structures and market conditions."
